Reporting org id,Reporting org name,Reporting org type,Provider org id,Provider org name,Provider org type,Receiver org id,Receiver org name,Receiver org type,Humanitarian?,Strict?,Transaction direction,Total money,Notes
do-70,Bolt Technology OÜ,70,,,,ro-83,Polish Humanitarian Action [NGO],,1,1,outgoing,105000,"€100,000 cash donation, part of a €5 million commitment to support the people of Ukraine."
do-70,Bolt Technology OÜ,70,,,,ro-84,Polish Red Cross,,1,1,outgoing,315000,"€300,000 cash donation, part of a €5 million commitment to support the people of Ukraine."
do-70,Bolt Technology OÜ,70,,,,ro-85,President Kaljulaid Foundation MTÜ [NGO],,1,1,outgoing,31500,"€30,000 cash donation, part of a €5 million commitment to support the people of Ukraine."
do-70,Bolt Technology OÜ,70,,,,ro-91,Refugee Support Europe [NGO],,1,1,outgoing,10500,"€100,000 cash donation, part of a €5 million commitment to support the people of Ukraine."
do-70,Bolt Technology OÜ,70,,,,ro-92,Riigikaitse Edendamise Sihtasutus [NGO],,1,1,outgoing,262500,"€250,000 cash donation, part of a €5 million commitment to support the people of Ukraine."
do-70,Bolt Technology OÜ,70,,,,ro-94,Rotary Klubi Tallinn Vanalinn [NGO],,1,1,outgoing,78750,"€75,000 cash donation, part of a €5 million commitment to support the people of Ukraine."
do-70,Bolt Technology OÜ,70,,,,ro-111,Ukraina Kreeka-Katoliku Kiriku Kogudus Tallinnas,,1,1,outgoing,105000,"€100,000 cash donation, part of a €5 million commitment to support the people of Ukraine."
do-70,Bolt Technology OÜ,70,,,,ro-126,United Nations Children's Fund (UNICEF) Poland,,1,1,outgoing,525000,"€500,000 cash donation, part of a €5 million commitment to support the people of Ukraine."
do-70,Bolt Technology OÜ,70,,,,ro-129,United Nations High Commissioner for Refugees (UNHCR) Nigeria,,1,1,outgoing,1050000,"€1,000,000 cash donation, part of a €5 million commitment to support the people of Ukraine."
do-70,Bolt Technology OÜ,70,,,,ro-153,War Child [NGO],,1,1,outgoing,105000,"€100,000 cash donation, part of a €5 million commitment to support the people of Ukraine."
do-71,Bombardier Inc.,70,,,,ro-17,Canadian Red Cross Society,,1,1,outgoing,150000,Donation from Bombardier and the J. Armand Bombardier Foundation.
do-490,Booking Holdings Inc.,70,,,,XM-DAC-21016,International Committee of the Red Cross (ICRC),,1,1,outgoing,1000000,Cash donation to assist with aid efforts from Booking.com.
do-72,Booz-Allen & Hamilton,70,,,,GB-CHC-292506,CARE International [NGO],,1,1,outgoing,100000,Matching up to $100k in employee donations for CARE's Ukraine Crisis Fund.
do-73,Boston Consulting Group,70,,,,XM-DAC-41140,World Food Programme (WFP),,1,1,outgoing,205473,Donation from major American consulting firm. 
do-74,BP plc,70,,,,XM-DAC-21016,International Committee of the Red Cross (ICRC),,1,1,outgoing,5000000,Part of a $20 million package of assistance. 
do-74,BP plc,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,4900000,Part of a $20 million package of assistance. Donation to UNICEF National Committee UK.
do-74,BP plc,70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,10000000,Food and fuel cards to be distributed at the Polish border. 
do-75,Bridgestone Corporation,70,,,,XM-DAC-21016,International Committee of the Red Cross (ICRC),,1,1,outgoing,250000,Donation from Bridgestone Americas
do-75,Bridgestone Corporation,70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,3550000,Commitment of more than €3.5 million to support the Ukraine humanitarian crisis.
do-76,Bristol Myers Squibb,70,,,,ro-1,Multiple (see notes),,1,1,outgoing,1000000,"Donations from American pharmaceutical giant to organizations including the World Institute on Disability, Americares, Direct Relief, International Rescue Committee, and Save the Children."
do-77,Burger King,70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,1000000,"Commitment to redirect any profits from Burger King sales in Russia to humanitarian relief, starting with an immediate $1m donation to UNHCR."
do-77,Burger King,70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,2000000,Partnership with franchisees in 25 countries to distribute $2m of free meal coupons to NGOs supporting Ukrainian refugees.
do-78,Camlog Biotechnologies GmbH,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,10807,"CHF 10,000"
do-79,Canada Goose,70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,79193,"Donation from the Canada Goose Response Program of CAD 100,000 to support humanitarian efforts in Ukraine."
do-80,Canadian Imperial Bank of Commerce,70,,,,ro-16,Canada-Ukraine Foundation [NGO],,1,1,outgoing,79000,"CAD 100,000 to organizations assisting with resettlement efforts in Canada."
do-80,Canadian Imperial Bank of Commerce,70,,,,ro-17,Canadian Red Cross Society,,1,1,outgoing,39500,"CAD 50,000 to Canadian Red Cross Ukraine Humanitarian Crisis Appeal, which will enable the Red Cross and Red Crescent Movement to respond to humanitarian needs generated by the recent crisis in Ukraine."
do-80,Canadian Imperial Bank of Commerce,70,,,,ro-18,Canadian Ukrainian Immigrant Aid Society [NGO],,1,1,outgoing,79000,"CAD 100,000 to organizations assisting with resettlement efforts in Canada."
do-80,Canadian Imperial Bank of Commerce,70,,,,ro-105,Talent Beyond Boundaries [NGO],,1,1,outgoing,79000,"CAD 100,000 to organizations assisting with resettlement efforts in Canada."
do-80,Canadian Imperial Bank of Commerce,70,,,,ro-123,United Nations Children's Fund (UNICEF) Canada,,1,1,outgoing,79000,"CAD 100,000 to the UNICEF Canada Ukraine Appeal, which is focused on providing humanitarian aid to children and families and protecting children's rights, while responding to the vulnerabilities caused by the dual crises of conflict and COVID-19."
do-80,Canadian Imperial Bank of Commerce,70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,39500,"CAD 50,000 to help ensure that Ukrainians forced to flee their homes are sheltered and safe."
do-81,Canadian Pacific Railway,70,,,,ro-17,Canadian Red Cross Society,,1,1,outgoing,399145,"Donation of CAD 500,000 in support of humanitarian relief in Ukraine and for Ukrainian refugees. "
do-82,Canva,70,,,,ro-1,Multiple (see notes),,1,1,outgoing,1000000,"Donation through the Canva Foundation to Ukrainian contributors and a number of nonprofits including UNHCR, Save The Children Ukraine, Tabletochki, UNICEF, and World Vision to support those impacted and displaced by the war."
do-448,Capgemini SE,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,2247191,Cash donation to UNICEF National Committee France
do-420,"Cargill, Inc.",70,,,,XM-DAC-41140,World Food Programme (WFP),,1,1,outgoing,194000,"Donation from one of the largest privately-held companies in America, a food services and agriculture firm."
do-83,Cargolux,70,,,,ro-66,Médecins Sans Frontières (MSF) [NGO],,1,1,outgoing,545000,"€500,000 donation"
do-83,Cargolux,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,1090000,"€1,000,000 donation"
do-83,Cargolux,70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,1123596,"€1,000,000 to aid humanitarian operations in Ukraine as a result of the conflict. "
do-83,Cargolux,70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,1090000,"€1,000,000 donation to local organizations and communes in Luxembourg to support refugees from Ukraine."
do-84,Carlsberg A/S,70,,,,DK-CVR-20700211,Danish Red Cross,,1,1,outgoing,1462255,10 million DKK donation to local NGOs as part of 25 million DKK commitment. 
do-84,Carlsberg A/S,70,,,,DK-CVR-20699310,Danish Refugee Council [NGO],,1,1,outgoing,731127,5 million DKK donation to local NGOs as part of 25 million DKK commitment. 
do-84,Carlsberg A/S,70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,731127,5 million DKK donation to local NGOs as part of 25 million DKK commitment. 
do-84,Carlsberg A/S,70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,731127,5 million DKK donation to local NGOs as part of 25 million DKK commitment. 
do-85,CD PROJEKT Group,70,,,,ro-83,Polish Humanitarian Action [NGO],,1,1,outgoing,240389,Donation of PLN 1 million from video game studio. 
do-86,Chapman and Cutler LLP,70,,,,ro-113,Ukraine Humanitarian Fund (UHF),,1,1,outgoing,10000,Donation from US law firm. 
do-87,"Chegg, Inc.",70,,,,ro-43,GoFundMe.org Stand With Ukraine Fund,,1,1,outgoing,100000,Donation from Chegg.org Impact Fund (foundation associated with Chegg student assistance platform) through the Tides Foundation. 
do-88,Chellaram Foundation,70,,,,XM-DAC-41140,World Food Programme (WFP),,1,1,outgoing,748447,Donation from foundation linked to Hong Kong-based shipping company.
do-89,Chesapeake Energy,70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,5000000,Pledged donation from US-based energy firm. 
do-90,Chiesi Farmaceutici S.p.A,70,,,,ro-1,Multiple (see notes),,1,1,outgoing,1581780,"Donation from Italian family-owned pharmaceutical company of €1.5 million to UNHCR, UNICEF, and international NGOs with a long-lasting and solid presence in Ukraine."
do-91,Chubb Limited,70,,,,ro-87,Project Hope [NGO],,1,1,outgoing,1000000,Grant plus employee match campaign proceeds for humanitarian relief to the people of Ukraine. 
do-92,Circle K,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,1070159,"CHF 1,029,905 from Canadian-owned convenience stores."
do-93,"Cisco Systems, Inc.",70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,8421,"CHF 8,104 from major American software company, delivered through Charities Aid Foundation."
do-93,"Cisco Systems, Inc.",70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,4000000,Donation made as part of the Global Citizen Stand Up for Ukraine campaign.
do-93,"Cisco Systems, Inc.",70,,,,XM-DAC-41140,World Food Programme (WFP),,1,1,outgoing,150000,Cash donation.
do-94,"Civitas Resources, Inc.",70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,10000000,Pledge from US-based energy company. 
do-95,Clorox Company,70,,,,ro-5,American Red Cross,,1,1,outgoing,100000,Proceeds from 1:1 employee match giving program
do-96,CNH Industrial International SA,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,368397,"CHF 355,069 from American-Italian agricultural machinery company."
do-97,Coca-Cola Europacific Partners plc,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,213982,"CHF 206,202 from British Coca-Cola bottling companies."
do-98,Collette Travel Services,70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,200000,Pledge to support humanitarian organizations on the ground in Ukraine.
do-99,Columbia Sportswear,70,,,,ro-113,Ukraine Humanitarian Fund (UHF),,1,1,outgoing,25000,Cash donation from clothing company.
do-415,Columbus Energy,70,,,,ro-117,UN Global Compact Network Poland,,1,1,outgoing,11500,"PLN 50,000 cash donation"
do-100,ConocoPhillips,70,,,,ro-5,American Red Cross,,1,1,outgoing,1000000,Part of a $2m initial commitment to support Ukraine.
do-100,ConocoPhillips,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,950000,Part of a $2m initial commitment to support Ukraine. Donation to UNICEF National Committee USA.
do-101,Continental Development Corporation,70,,,,US-EIN-300108263,GlobalGiving [NGO],,1,1,outgoing,10000,"Donation to the GlobalGiving Ukraine Crisis Relief Fund, made as part of the Global Citizen Stand Up for Ukraine campaign."
do-517,cosnova GmbH,70,,,,ro-1,Multiple (see notes),,1,1,outgoing,251802,"€ 1 million euros to support Ukrainian refugees. The amount was divided between the four organizations UNICEF, Deutsches Rotes Kreuz eV, Be an Angel and betterplace.org."
do-102,Coyote Logistics,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,5036,"4,660 CHF "
do-103,Crankstart Foundation,70,,,,ro-113,Ukraine Humanitarian Fund (UHF),,1,1,outgoing,1000000,"Family foundation associated with Michael Moritz, partner at Sequoia Capital. "
do-104,Cra-Z-Art,70,,,,ro-109,The Toy Foundation [NGO],,1,1,outgoing,250000,"Cra-Z-Art will donate art supplies, puzzles, coloring books, and other activity kits to support providing toys to Ukrainian refugee children worth $250,000."
do-105,CropLife Europe,70,,,,XM-DAC-41140,World Food Programme (WFP),,1,1,outgoing,328587,Donation from organization representing 22 companies and 32 national associations working in farming and digital biotech. 
do-106,Crush Music,70,,,,US-EIN-300108263,GlobalGiving [NGO],,1,1,outgoing,25000,"Donation to the GlobalGiving Ukraine Crisis Relief Fund, made as part of the Global Citizen Stand Up for Ukraine campaign."
do-107,CSL Behring,70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,1729056,"€1,600,000 donation made as part of the Global Citizen Stand Up for Ukraine campaign."
do-108,CTP,70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,10952903,€10 million donation from Czech property development firm.
do-109,Currency.com,70,,,,ro-8,ASAP Rescue [NGO],,1,1,outgoing,200000,"Corporate giving program. $200,000 was donated to ASAP Rescue for evacuation efforts in Ukraine. USD 200000."
do-109,Currency.com,70,,,,US-EIN-300108263,GlobalGiving [NGO],,1,1,outgoing,300000,"Corporate giving program. Currency.com is contributing $300,000 to The Ministry of Social Policy and Global Giving to help Ukrainians access food, shelter and medical care. USD 300000."
do-109,Currency.com,70,,,,ro-116,Ukrainian Red Cross Society,,1,1,outgoing,500000,"Corporate giving program. Currency.com is contributing $500,000 to support the joint emergency relief efforts of the Ministry of Health in Ukraine and the Red Cross Society of Ukraine. The funds will be used to provide medical aid and basic amenities to displaced Ukrainians. USD 500000."
do-110,CVC,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,264644,"CHF 254,689 from CVC Philanthropy Ltd, a private foundation associated with CVC Capital Partners investment advisory firm."
do-111,Cytel Inc.,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,15239,"CHF 14,100"
do-112,Czapek & Cie SA,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,21615,"CHF 20,000"
do-514,Dachser Group SE & Co. KG,70,,,,ro-194,Vostok-SOS [NGO],,1,1,outgoing,160873,"€ 160,000 for the Vostok SOS project until the end of 2023. The project focuses on pyschological assistance. "
do-113,"Daiichi Sankyo Company, Limited",70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,1160931,¥115 million yen donation to UNICEF National Committee Japan.
do-114,Daily Mail and General Trust,70,,,,GB-CHC-220949,British Red Cross Society ,,1,1,outgoing,660000,"Corporate giving program. DGMT donation for Red Cross aid during humanitarian crisis in Ukraine. GBP £500,000."
do-449,Daimler Truck AG,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,1011236,Cash donation to UNICEF National Committee Germany
do-115,Danone S.A.,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,557334,"CHF 515,686"
do-433,Darnista,70,,,,ro-70,Ministry of Health of Ukraine [government],,1,1,outgoing,2336789,Darnytsia transferred 5.25 million doses of medicine worth UAH 69 million to the Public Health Center of the Ministry of Health of Ukraine.
do-117,Decathlon,70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,3846603,Equipment and products worth more than €2.6 million donated to local NGOs to support Ukrainians.
do-508,Deichmann SE,70,,,,ro-191,Happy Kids e.V. [NGO],,1,1,outgoing,321871,"€ 320,000 donation for humanitarian aid"
do-508,Deichmann SE,70,,,,ro-192,Stiftung Universitätsmedizin Essen (Essen University Hospital Foundation),,1,1,outgoing,75439,"€ 75,000 donation for the transport of urgently needed medical supplies "
do-421,Delivery Hero,70,,,,XM-DAC-41140,World Food Programme (WFP),,1,1,outgoing,139043,Donation from Geman online food delivery platform.
do-118,Delta Air Lines,70,,,,ro-5,American Red Cross,,1,1,outgoing,1000000,For the American Red Cross and Global Red Cross Movement in support of humanitarian relief efforts in Ukraine.
do-118,Delta Air Lines,70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,100000,To assist in providing humanitarian aid to people affected by the crisis in Ukraine.
do-119,Dentsu Inc.,70,,,,ro-116,Ukrainian Red Cross Society,,1,1,outgoing,275000,Donation to support urgent aid requirements.
do-119,Dentsu Inc.,70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,844600,100 million yen donation in support of Ukraine.
do-120,Derald H. Ruttenberg Foundation,70,,,,ro-113,Ukraine Humanitarian Fund (UHF),,1,1,outgoing,61289,Donation from the family foundation established by the founder of Tinicum. 
do-434,Deutsche Bank,70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,1579290," €1 million from the company and €500,000 from its employees to support relief efforts in Ukraine."
do-493,Deutsche Telekom AG,70,,,,ro-40,German Red Cross,,1,1,outgoing,1016900,€1 million cash donation to support Ukrainian refugees.
do-121,Devon Energy,70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,20000000,Pledge of up to $20 million to support humanitarian efforts in Ukraine and neighboring countries supporting Ukrainian refugees. 
do-122,Diageo,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,1055887,"CHF 1,016,170 from multinational beverage alcohol company."
do-123,"Diamondback Energy, Inc.",70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,10000000,Pledge from US-based energy company. 
do-124,DiaSorin,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,12202,"CHF 11,743 from multinational biotechnology company."
do-494,dm-drogerie markt,70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,505496,"Customers had donated over €500,000 which was used to purchase products by dm. 180,000 hygiene and food items delivered to emergency shelters."
do-450,DNB,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,559284,Cash donation to UNICEF National Committee Norway
do-125,"DocuSign, Inc.",70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,40000,Donation made as part of the Global Citizen Stand Up for Ukraine campaign.
do-126,Don't Nod Entertainment SA,70,,,,ro-116,Ukrainian Red Cross Society,,1,1,outgoing,32700,"€30,000 donation announced on Twitter."
do-127,Door County Candle Company,70,,,,ro-88,Razom [NGO],,1,1,outgoing,125000,Donation of proceeds from sale of Ukraine-themed candle. 
do-128,Dow Chemical Company,70,,,,ro-15,CAF America [NGO],,1,1,outgoing,275000,Donation for the International Red Cross Movement through CAF America. 
do-128,Dow Chemical Company,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,85954,"CHF 82,721 delivered through Charities Aid Foundation."
do-129,Drax Group PLC,70,,,,GB-CHC-1062638,Disasters Emergency Committee (DEC) [NGO],,1,1,outgoing,351331,"Donation of £280,000, including £30,000 of employee match funding,  from renewable energy company."
do-130,DST Global,70,,,,ro-43,GoFundMe.org Stand With Ukraine Fund,,1,1,outgoing,3500000,Donation from one of the largest venture capital firms in the world to GoFundMe campaign started by Mila Kunis and Ashton Kutcher. 
do-435,DTEK Group,70,,,,ro-181,Individual grantees (see notes),,1,1,outgoing,8292536,"UAH 6,152,540 donated to support refugee arrangement and provide food to Lviv local community"
do-435,DTEK Group,70,,,,ro-187,Kyiv City Children's Clinical Hospital #2,,1,1,outgoing,17241,"UAH 500,000 donation to hospital to suppport injured people"
do-435,DTEK Group,70,,,,ro-189,Ohmatdyt National Specialized Children's Hospital,,1,1,outgoing,17069,"UAH 495,000 provided to purchase the 5 state-of-the-art Renasys™ Touch wound treatment devices for the hospital"
do-435,DTEK Group,70,,,,ro-185,Rinat Akhmetov Foundation [NGO],,1,1,outgoing,5450690,"UAH 158,070,000 worth of food kits provided for displaced people from temporarily occupied territories."
do-435,DTEK Group,70,,,,ro-186,Saving Lives Humanitarian Centre [NGO],,1,1,outgoing,225724,"UAH 6,546,000 provided to support a initiative that provides large-scale and continuous humanitarian assistance with the international partners to provide food and essential goods. "
do-435,DTEK Group,70,,,,ro-188,Svitli Spravy [NGO],,1,1,outgoing,346069,"UAH 10,036,0000 donation for humanitarian aids for people in Mykolaiv region"
do-435,DTEK Group,70,,,,ro-184,Ukrainian Railways [government],,1,1,outgoing,36207,"200,000 tons of coal that worth UAH 1,050,000 provided to the Ukrainian railway state company"
do-435,DTEK Group,70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,336638,"At least UAH 10 million of free electricity provided to Dnipropetrovsk and Donetsk region critical infrastructure facilities, among many other cash and in-kind donations."
do-131,Dunamu Inc.,70,,,,XM-DAC-41140,World Food Programme (WFP),,1,1,outgoing,811833,KRW 1 billion donation from block chain and fintech company.
do-132,Dupont,70,,,,XM-DAC-21016,International Committee of the Red Cross (ICRC),,1,1,outgoing,200000,"Donation to support the humanitarian crisis in Ukraine, announced via Twitter."
do-436,Edeka Group (EDEKA),70,,,,ro-1,Multiple (see notes),,1,1,outgoing,2104810,"€2 million donation from the EDEKA Foundation to the German Red Cross, German Children’s Fund, Deutscher and many other NGOs."
do-133,"Eisai Co., Ltd.",70,,,,ro-1,Multiple (see notes),,1,1,outgoing,122902,"16 million yen to the Japanese Red Cross Society, the Association for Aid and Relief (AAR Japan and other organizations."
do-134,Eli Lilly and Company,70,,,,ro-29,Direct Relief [NGO],,1,1,outgoing,1800000,"$1.8 million supply of baricitinib, used to treat complications of COVID-19. "
do-134,Eli Lilly and Company,70,,,,ro-87,Project Hope [NGO],,1,1,outgoing,7500000,$7.5 million worth of insulin to Project Hope to assist Ukrainians. 
do-135,Eli Lilly and Company Foundation,70,,,,ro-7,Americares [NGO],,1,1,outgoing,250000,"The Lilly Foundation is making a monetary contribution of $250,000 to Americares to support their relief efforts in the region. "
do-135,Eli Lilly and Company Foundation,70,,,,ro-29,Direct Relief [NGO],,1,1,outgoing,250000,"The Lilly Foundation is making a monetary contribution of $250,000 to Direct Relief to support their relief efforts in the region and aid those affected by the war in Ukraine. "
do-136,Embracer Group,70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,5000000,Pledged donation from video game studio. 
do-451,"Endeavor Group Holdings, Inc",70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,570000,Cash donation to UNICEF National Committee United States
do-138,Epic Games,70,,,,ro-1,Multiple (see notes),,1,1,outgoing,117125856,"Together with the Fortnite community and Xbox, over $144 million raised for Direct Relief, UNICEF, WFP, UNHCR, and World Central Kitchen to support humanitarian relief efforts for people affected by the war in Ukraine. "
do-138,Epic Games,70,,,,XM-DAC-41140,World Food Programme (WFP),,1,1,outgoing,26874144,"Together with the Fortnite community and Xbox, over $144 million raised for Direct Relief, UNICEF, WFP, UNHCR, and World Central Kitchen to support humanitarian relief efforts for people affected by the war in Ukraine. "
do-452,Equinor,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,563825,Cash donation to UNICEF National Committee Norway
do-453,Ericsson,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,1025143,Cash donation to UNICEF National Committee Sweden
do-454,Ernst & Young Global Limited,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,523561,Cash donation to UNICEF National Committee United Kingdom
do-139,ERSTE Foundation,70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,1085800,Donation from foundation linked to Erste Group bank will provide a special budget of one million euros for acute and medium-term aid to address the effects of the war on the people of Ukraine. 
do-140,"Esmark, Inc.",70,,,,ro-22,City of Košice,,1,1,outgoing,50000,Donation to the city of Košice in Slovakia to benefit Ukrainian refugees from steel company with local operations.
do-141,Eurofins Scientific Foundation,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,27320,"CHF 26,292 from private foundation associated with French laboratory testing group."
do-142,Eurol Foundation,70,,,,ro-41,Giro555 [NGO],,1,1,outgoing,8175," €7,500 to Giro555, part of the Emergency Appeals Alliance, for humanitarian aid for Ukraine. Announced on corporate Facebook account."
do-422,"ExlService Holdings, Inc.",70,,,,XM-DAC-41140,World Food Programme (WFP),,1,1,outgoing,19400,Donation from billion-dollar analytics and digital solutions company.
do-143,Exor NV,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,1073247,"CHF 1,032,877 from Dutch holding company that includes auto manufacturers, agriculture and construction interests, and the football team Juventus FC."
do-144,ExxonMobil,70,,,,ro-5,American Red Cross,,1,1,outgoing,5000000,Part of an overall commitment of $10 million in response to the humanitarian crisis in Ukraine.
do-144,ExxonMobil,70,,,,ro-24,Counterpart International [NGO],,1,1,outgoing,250000,Part of an overall commitment of $10 million in response to the humanitarian crisis in Ukraine.
do-144,ExxonMobil,70,,,,ro-54,International Medical Corps (IMC) [NGO],,1,1,outgoing,2250000,Part of an overall commitment of $10 million in response to the humanitarian crisis in Ukraine.
do-144,ExxonMobil,70,,,,ro-87,Project Hope [NGO],,1,1,outgoing,1000000,Part of an overall commitment of $10 million in response to the humanitarian crisis in Ukraine.
do-144,ExxonMobil,70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,1500000,Part of an overall commitment of $10 million in response to the humanitarian crisis in Ukraine.
do-145,Fashion Institute of Design & Merchandising,70,,,,ro-73,Mission of Mercy [NGO],,1,1,outgoing,298000,"Sweatshirts, t-shirts, sweatpants, blankets, hats, stuffed animals, toys, rattles, baby bottles, and water bottles; a total of 15,166 units with total retail value of over $298,000. "
do-146,"Fast Retailing Co., Ltd.",70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,10000000,"US$10 million (approx. 1.15 billion yen) to UNHCR to provide such urgent assistance as shelter, psychosocial support and core relief items to affected populations in Ukraine and neighboring countries. Fast Retailing will also provide 100,000 pieces of UNIQLO clothing and other items (no cash value provided)."
do-147,Federation Internationale de l'Automobile,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,531711,"CHF 511,711 from Paris-based association representing motor organizations and the governing body for Formula One."
do-148,Fédération nationale des Caisses d’Epargne,70,,,,ro-36,French Red Cross,,1,1,outgoing,1628700,€1.5 million donation from French cooperative banking association. 
do-148,Fédération nationale des Caisses d’Epargne,70,,,,ro-45,Groupe Habitat en Région [NGO],,1,1,outgoing,1954440,€1.8 million donation from French cooperative banking association. 
do-149,Federation of the European Sporting Goods Industry,70,,,,ro-113,Ukraine Humanitarian Fund (UHF),,1,1,outgoing,10701,Cash donation from trade federation.
do-150,Ferrari s.P.A.,70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,1068501,€1 million to support Ukrainians in need.
do-512,Ferrero SpA,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,1005455,€ 1 million donation to help children and families in Ukraine
do-495,Ferrexpo plc,70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,12500000,US$12.5 million for humanitarian needs. 
do-151,Fidelity Investments Inc.,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,93432,"CHF 88,653 from American financial services corporation."
do-152,Fondation CHANEL,70,,,,ro-1,Multiple (see notes),,1,1,outgoing,2177020,€2 million donation split between UNHCR and CARE International. 
do-153,Fondation Egis,70,,,,ro-23,Agency for Technical Cooperation and Development (ACTED) [NGO],,1,1,outgoing,108554,"€100,000 to provide direct support to the affected population in Ukraine and from border countries."
do-154,Fondation Groupe Pierre & Vacances-Center Parcs,70,,,,ro-99,SOS Children's Villages [NGO],,1,1,outgoing,162968,"€150,000 to support children separated from their parents and families."
do-155,Fondation Orange,70,,,,ro-1,Multiple (see notes),,1,1,outgoing,1088550,"€1,000,000 to the French Red Cross, UNHCR, and local partners responding to the Ukraine crisis from the foundation linked to Orange (French mobile network operator). "
do-156,Fondation RAJA-Danièle Marcovici,70,,,,ro-21,Centrum Praw Kobiet [NGO],,1,1,outgoing,54277,"€50,000 to manage the reception of Ukrainian refugee women."
